n_inventario,autore,titolo,casa_editrice,anno,isbn,generi,ripetuti
A118,Joseph Conrad,La linea d’ombra,Einaudi,2015,9788892967106,"Narrativa, Classico",FALSE
A1180,Lois Lowry,The Giver,Giunti,2017,9788809765634,"Ragazzi, Fantasy",FALSE
A1181,Anonimo,Le mille e una notte Vol. II,Corriere della Sera,-,9783752475906,"Narrativa, Classico",FALSE
A1182,Luigi Pirandello,Amori senza amore e altre novelle,Rusconi,-,9788818029522,"Narrativa, Racconti, Classici",FALSE
A1183,Jonathan Coe,La banda dei brocchi,Feltrinelli,-,9788807814260,"Narrativa, Ragazzi, Formazione",FALSE
A1184,Herman Melville,Moby Dick,Corriere della Sera,-,-,"Narrativa, Classici",FALSE
A1185,Ken Follett,I pilastri della terra,Mondadori,-,9788804340328,"Romanzo Storico, Narrativa",FALSE
A1186,Honoré de Balzac,Eugénie Grandet,Garzanti,-,9782371131255,"Narrativa, Classici",FALSE
A1189,Italo Calvino,Il sentiero dei nidi di ragno,Mondadori,-,365620795X,"Narrativa, Romanzo Storico, Resistenza",FALSE
A119,Jane Austen,Orgoglio e pregiudizio,Einaudi,2014,9788806217403,"Narrativa, Classici",FALSE
A1190,Oscar Wilde,Il ritratto di Dorian Gray,Acquarelli,-,9788844014901,"Narrativa, Classici",FALSE
A1191,Anonimo,Le mille e una notte Vol. I,Corriere della Sera,-,9783752475906,"Narrativa, Racconti, Classici",FALSE
A1192,Daniel Pennac,La fata carabina,Feltrinelli,-,9788807947247,"Giallo, Thriller, Narrativa",FALSE
A1193,Mario Tobino,Per le antiche scale,Mondadori,1976,9788804098608,"Narrativa, Racconti",FALSE
A1626,Ugo Mioni,La coppa del vicerè d'Egitto,San Paolo,1937,8854167401,Romanzo Storico,FALSE
A1560,Christian Jacq,I misteri di Osiride 1 - L'albero...,Corriere della Sera,2004,8856722186,Romanzo Storico,FALSE
A1194,Fabio Paglieri,La cura della ragione,Il Mulino,2016,9788815260539,"Saggistica, Filosofia",FALSE
A1561,Christian Jacq,I misteri di Osiride 2 - La cospirazione...,Corriere della Sera,2004,9771129085186,Romanzo Storico,FALSE
A1195,Saulle Panizza,Ragazzi che Costituzione!,Plus,2009,8884926017,"Saggistica, Ragazzi, Formazione",FALSE
A1562,Christian Jacq,I misteri di Osiride 3 - Il cammino...,Corriere della Sera,2004,8899937915,Romanzo Storico,FALSE
A1196,AIE,Saperi e libertà (Maschile/femminile),AIE,2001,8880221469,"Saggistica, Attualità",FALSE
A1563,Christian Jacq,I misteri di Osiride 4 - Il grande segreto,Corriere della Sera,2004,9791256220595,Romanzo Storico,FALSE
A1197,Domenico Quirico,Il tuffo nel pozzo,Vita e Pensiero,2017,9788834331575,"Saggistica, Biografia, Testimonianze, Reportage",FALSE
A1198,Saulle Panizza,La Costituzione italiana aggiornata...,Pisa University Press,2018,8833396517,"Saggistica, Manuali, Attualità",FALSE
A1199,Giuseppe Verdi,Il Trovatore,Fabbri Editori,1995,9780486279152,"Poesia, Teatro",FALSE
A1200,Arnald,Diversamente occupati,Arti Grafiche Fiorin,2009,-,"Fumetti, Graphic Novel",FALSE
A1201,AA. VV.,Il Ragazzini Inglese-italiano,Zanichelli,2015,8808252361,"Saggistica, Manuali",FALSE
A1202,AA. VV.,Il Ragazzini Inglese-italiano,Zanichelli,2015,8808252361,"Saggistica, Manuali",FALSE
A1203,AA. VV.,Lo Zingarelli 2017,Zanichelli,2017,8808501477,"Saggistica, Manuali",FALSE
A1204,AA. VV.,Lo Zingarelli 2018,Zanichelli,2018,8808973468,"Saggistica, Manuali",FALSE
A1205,Agatha Christie,Sfida a Poirot,Mondadori,1963,-,"Giallo, Thriller",FALSE
A1206,Agatha Christie,Miss Marple: Nemesi,Mondadori,1971,8804336277,"Giallo, Thriller",FALSE
A1207,Agatha Christie,Gli elefanti hanno buona memoria,Mondadori,1972,9788852041600,"Giallo, Thriller",FALSE
A1208,Agatha Christie,Poirot e la salma,Mondadori,1946,9788852015014,"Giallo, Thriller",FALSE
A1209,Agatha Christie,Delitto in cielo,Mondadori,1935,9788852014840,"Giallo, Thriller",FALSE
A121,Franz Kafka,La metamorfosi,Einaudi,2014,9788806217434,"Narrativa, Classici",FALSE
A1210,Agatha Christie,Carte in tavola,Mondadori,1936,1045952036,"Giallo, Thriller",FALSE
A1211,Agatha Christie,Polvere negli occhi,Mondadori,1953,-,"Giallo, Thriller",FALSE
A1212,Agatha Christie,I primi casi di Poirot,Mondadori,1973,-,"Giallo, Thriller, Racconti",FALSE
A1213,Agatha Christie,C'era una volta,Mondadori,1945,-,"Giallo, Thriller, Romanzo Storico",FALSE
A1214,Agatha Christie,Poirot non sbaglia,Mondadori,1951,9788804507543,"Giallo, Thriller",FALSE
A1215,Agatha Christie,I sette quadranti,Mondadori,1929,9788852064388,"Giallo, Thriller",FALSE
A1216,Agatha Christie,Miss Marple al Bertram Hotel,Mondadori,1965,-,"Giallo, Thriller",FALSE
A1217,Jean Giono,L'uomo che piantava gli alberi,Salani,1987,9788877820259,"Narrativa, Racconti",FALSE
A1218,Enrico Grassani,Anche se voi vi credete assolti,Selecta,2016,9791280185822,"Saggistica, Filosofia, Attualità",FALSE
A1219,Edgar Allan Poe,Racconti di fantascienza,Newton Compton,1995,9791220346962,"Fantasy, Racconti, Classici",FALSE
A122,Charlotte Brontë,Jane Eyre,Einaudi,2017,9788806217410,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1220,George Orwell,La fattoria degli animali,Mondadori,1995,9788855228329,"Narrativa, Fantasy, Distopico, Classici",FALSE
A1221,George Orwell,La fattoria degli animali,Mondadori,1995,9788855228329,"Narrativa, Fantasy, Distopico, Classici",FALSE
A1222,Guy de Maupassant,Bel-Ami,Giunti,2011,9788858624982,"Narrativa, Classici",FALSE
A1223,Immanuel Kant,Per la pace perpetua,Feltrinelli,1991,8807820234,"Saggistica, Filosofia",FALSE
A1224,Andrea Camilleri,Come la penso,Chiarelettere,2016,9788861904729,"Saggistica, Biografia, Testimonianze",FALSE
A1225,Kahlil Gibran,Il profeta,Rizzoli,1993,9788862777001,"Poesia, Teatro, Filosofia",FALSE
A1226,Daniel Pennac,Come un romanzo,Feltrinelli,1992,9788807812286,"Saggistica, Manuali",FALSE
A1227,Denis Guedj,Il teorema del pappagallo,TEA,2003,9788850204793,"Narrativa, Saggistica, Scienze",FALSE
A1228,Richard Bach,Il gabbiano Jonathan Livingston,Rizzoli,1970,9788858696132,"Narrativa, Ragazzi, Formazione",FALSE
A1229,Umberto Eco,Il nome della rosa,Bompiani,1980,9788834622377,"Giallo, Thriller, Romanzo Storico",FALSE
A123,Robert Louis Stevenson,Lo stano caso del Dr. Jekyll...,Einaudi,2015,9788806225644,"Fantasy, Horror, Gotico, Classici",FALSE
A1230,"Barbero, Frugoni",Dizionario del Medioevo,Laterza,1994,8842063746,"Saggistica, Storia, Manuali",FALSE
A1231,Gabriel García Márquez,Dell'amore e di altri demoni,Mondadori,1998,9788852010736,"Realismo Magico, Storico, Amore",FALSE
A1232,Stefano Benni,Comici spaventati guerrieri,Feltrinelli,1986,8807810786,"Umorismo, Giallo, Satira",FALSE
A1233,Edmond Rostand,Cirano de Bergerac,Rusconi,2009,9788852088513,"Poesia, Teatro",FALSE
A1234,Alessandro Baricco,Oceano mare,Rizzoli,1993,9788846200020,"Romanzo, Filosofico, Surreale",FALSE
A1235,Chiara Gamberale,Per 10 minuti,Feltrinelli,2013,9788807030710,"Romanzo, Psicologico, Rinascita",FALSE
A1236,Tayari Jones,Un matrimonio americano,Neri Pozza,2018,9788854518223,"Drammatico, Sociale",FALSE
A1237,Marco Presta,Accendimi,Einaudi,2017,9788858427101,"Umorismo, Surreale",FALSE
A1238,Simone Cristicchi,Abbi cura di me,San Paolo,2019,8564896265,"Biografia, Diari, Testimonianze",FALSE
A1239,Federico Moccia,La ragazza di Roma Nord,SEM,2019,9788893902205,"Narrativa, Ragazzi, Adolescenza",FALSE
A124,Ludovico Ariosto,Orlando Furioso I,Einaudi,2015,9788806227983,"Poesia, Teatro, Classici",FALSE
A1240,Andrzej Sapkowski,Il guardiano degli innocenti,Editrice Nord,2016,9788842920595,Fantasy,FALSE
A1241,Denis Guedj,Il teorema del pappagallo,TEA,2018,9788830431232,"Narrativa, Saggistica, Scienze",FALSE
A1242,Michele Tranquilli,Una buona idea,Feltrinelli,2017,8869660214,"Biografia, Testimonianze, Reportage",FALSE
A1243,Jean-Louis Fournier,Dove andiamo papà?,Rizzoli,2009,9788817032339,"Biografia, Diari, Testimonianze",FALSE
A1244,Federica Manzon,La nostalgia degli altri,Feltrinelli,2017,9788858828038,"Romanzo, Psicologico",FALSE
A1564,Francesco Dimitri,Alice nel paese della Vaporità,TEA,2012,9788862563277,Fantasy,FALSE
A1245,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1576,John Green,Cercando Alaska,Rizzoli,2006,9788817076340,"Narrativa, Ragazzi, Adolescenza, Formazione",FALSE
A1246,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1247,Manuela Santoni,Le sorelle Brontë,BeccoGiallo,2018,9788833140131,"Fumetti, Graphic Novel, Biografia",FALSE
A1248,Aldo Cazzullo,A riveder le stelle,Mondadori,2020,9788892984134,"Saggistica, Storia, Classici",FALSE
A1249,David Grossman,Qualcuno con cui correre,Mondadori,2019,9788804680215,"Narrativa, Ragazzi, Formazione",FALSE
A125,Ludovico Ariosto,Orlando Furioso II,Einaudi,2015,1530987474,"Poesia, Teatro, Classici",FALSE
A1250,Elsa Morante,Il mondo salvato dai ragazzini,Einaudi,2020,9788806244675,"Poesia, Teatro, Narrativa",FALSE
A1251,Jules Verne,L'isola misteriosa,Marsilio,2020,9788831731041,"Narrativa, Ragazzi, Classici",FALSE
A1252,"Vaccarino, Morosinotto",The Game,Mondadori,2018,8806235559,"Narrativa, Ragazzi",FALSE
A1253,Edgar Allan Poe,Racconti di investigazione,Morano,1996,8831340107,"Giallo, Thriller, Racconti, Classici",FALSE
A1254,Edgar Allan Poe,Le avventure di Gordon Pym,Mondadori,1992,9788858601556,"Narrativa, Fantasy, Horror, Classici",FALSE
A1255,Andrea Camilleri,Un filo di fumo,Sellerio,1997,9788838913938,"Romanzo Storico, Narrativa",FALSE
A1256,Kaho Nashiki,Un'estate con la Strega dell'Ovest,Feltrinelli,2017,9788858842348,"Narrativa, Ragazzi, Formazione",FALSE
A1257-1,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1257-10,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1257-11,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1257-12,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1257-13,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1257-14,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-15,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1257-16,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-17,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-18,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1257-19,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1257-2,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-20,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1257-21,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-22,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1257-23,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1257-24,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1257-3,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-4,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-5,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-6,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-7,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-8,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-9,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9791254942475,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1258-1,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-10,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1258-11,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-12,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1258-13,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-14,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1258-15,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1258-16,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-17,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1258-18,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-19,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1258-2,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-20,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1258-21,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1258-22,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1258-23,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1258-3,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-4,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-5,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1258-6,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-7,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1258-8,Fabrizio Gatti,Bilal,Rizzoli,-,9788834608449,"Saggistica, Attualità",FALSE
A1258-9,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1259-1,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-10,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-11,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-12,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-13,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-14,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-15,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-16,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-17,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-18,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-19,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-2,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-20,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-21,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-22,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-23,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-24,Christoph Hein,Tutto quello che non hai (20 cose...),Einaudi,2019,9791221700411,"Fumetti, Graphic Novel, Attualità",FALSE
A1259-25,Takoua Ben Mohamed,Il mio migliore amico è fascista,Rizzoli,2021,9788831804530,"Ragazzi, Fantasy",FALSE
A1259-26,Ransom Riggs,"Miss Peregrine, La casa dei ragazzi speciali",Rizzoli,2011,9788858690482,"Romanzo Storico, Avventura",FALSE
A1259-27,Valerio Massimo Manfredi,"Aléxandros, il confine del mondo",Mondadori,2002,880445606X,"Ragazzi, Classico, Avventura",FALSE
A1259-28,Carlo Collodi,Le avventure di Pinocchio,Liberamente,2019,9788852021886,"Saggistica, Letteratura",FALSE
A1259-29,Daniel Pennac,Come un romanzo,Feltrinelli,1993,9788851152857,"Ragazzi, Narrativa",FALSE
A1259-3,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Narrativa, Biografia, Memorie",FALSE
A1259-30,Giacomo Mazzariol,Mio fratello rincorre i dinosauri,Einaudi,2016,8806239066,"Saggistica, Reportage, Attualità",FALSE
A1259-31,Åsne Seierstad,Il libraio di Kabul,Rizzoli,2002,9788817107108,"Fantascienza, Racconti, Classico",FALSE
A1259-32,Ray Bradbury,Cronache marziane,Mondadori,1989,9788852074080,"Giallo, Thriller, Romanzo Storico",FALSE
A1259-33,Lindsey Davis,Le miniere dell'imperatore,Il Saggiatore,2010,9788842816361,"Giallo, Thriller",FALSE
A1259-34,Andrea Camilleri,La pazienza del ragno,Sellerio,2004,9788838926815,"Ragazzi, Narrativa",FALSE
A1259-35,Enrico Galiano,Eppure cadiamo felici,Garzanti,2017,8811602254,"Ragazzi, Narrativa",FALSE
A1259-4,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-5,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-6,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-7,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Narrativa",FALSE
A1259-8,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-9,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788858425244,"Ragazzi, Classico",FALSE
A126,Ferenc Molnar,I ragazzi della via Pàl,Einaudi,2016,9788818035803,"Narrativa, Giallo, Racconti",FALSE
A1657,Giancarlo De Cataldo,Un fitto mistero,Contrasto,2017,9788869656828,"Ragazzi, Giallo, Thriller",FALSE
A1260,Lemony Snicket,Quando l'hai vista l'ultima volta?,Salani,2013,8867157779,"Ragazzi, Narrativa",FALSE
A1261,Aidan Chambers,Quando eravamo in tre,Rizzoli,2019,9788858674864,"Ragazzi, Fantasy",FALSE
A1640,Rick Riordan,Percy Jackson e gli dei dell'Olimpo: Le storie segrete,Mondadori,2013,9788804631622,"Narrativa, Romanzo",FALSE
A1262,Michela Marzano,Idda,Einaudi,2019,9788806242305,"Giallo, Thriller, Romanzo Storico",FALSE
A1633,Carlo A. Martigli,L'apprendista di Michelangelo,Mondadori,2017,9788852079719,"Narrativa, Romanzo",FALSE
A1635,Francesco D'Isa,La stanza di Therese,Tunué,2017,886790101X,"Ragazzi, Fantascienza",FALSE
A1263,Luigi Ballerini,Il mistero del bosco,Edizioni Lapis,2016,9788878744577,"Ragazzi, Narrativa",FALSE
A1264,Jay Asher,Tredici,Mondadori,2019,9788804705307,"Ragazzi, Fantasy",FALSE
A1641,Rick Riordan,Percy Jackson racconta gli Dei Greci,Mondadori,2014,9788852059131,"Ragazzi, Narrativa, Rosa",FALSE
A1687,Siobhan Vivian,"Noi, gli unici al mondo",Newton Compton,2017,8822702999,"Ragazzi, Giallo, Thriller",FALSE
A1265,Lemony Snicket,Chi sarà mai a quest'ora?,Salani,2013,9788867156443,"Ragazzi, Narrativa",FALSE
A1636,Gabriele Caruso,Un sogno che fa male,Mondadori,2019,9788804707936,"Ragazzi, Giallo, Thriller",FALSE
A1266,Robin Stevens,Omicidi per signorine,Mondadori,2014,9788804659909,"Ragazzi, Narrativa, Rosa",FALSE
A1267,Morgane Bicail,Phoneplay,Newton Compton,2017,9788822711670,"Ragazzi, Romanzo Storico",FALSE
A1632,Paul Dowswell,L'ultima alba di guerra,Feltrinelli,-,9788858826324,"Ragazzi, Fantascienza, Distopico",FALSE
A1629,Veronica Roth,Divergent,De Agostini,2014,9788851135980,"Ragazzi, Fantasy",FALSE
A1268,Silvana De Mari,L'ultimo elfo,Salani,-,8838306133,"Narrativa, Fantasy",FALSE
A1269,Genki Kawamura,Se i gatti scomparissero dal mondo,Einaudi,2019,9788806240301,"Ragazzi, Romanzo Storico",FALSE
A1555,Karl Bruckner,Il gran sole di Hiroshima,Giunti,2011,9788809813007,"Narrativa, Classico, Filosofia",FALSE
A127,Voltaire,Candido,Einaudi,2014,9788806217465,"Racconto filosofico umoristico, contro l'ottimismo",FALSE
A1270,Tommaso Pincio,Hotel a zero stelle,Laterza,2011,9788858103234,Saggistica,FALSE
A1684,Geoff Rodkey,I viaggi di Egg: In fuga da Mortaria,Giunti,2012,9788809772650,"Ragazzi, Narrativa",FALSE
A1271,Paolo Mieli,Lampi sulla storia,Rizzoli,2018,9788817105262,"Saggistica, Storia",FALSE
A1600,Roald Dahl,Il GGG,Salani,2014,8884519349,"Ragazzi, Fantasy",FALSE
A1272,Michele Raniero,Extra Unione e la fortezza di Nugari,Il Ciliegio,2014,9788867711109,Fantasy,FALSE
A1639,Irene Adler,"Sherlock, Lupin e io: Il trio della dama nera",Piemme,2011,9788858513538,"Giallo, Thriller, Ragazzi",FALSE
A1273,Orazio Labbate,Suttaterra,Tunué,2017,8867902490,"Fantasy, Gotico, Narrativa",FALSE
A1631,Lauren Oliver,Il viaggio di Lili e Po,Piemme,2011,9788868361135,"Ragazzi, Fantasy",FALSE
A1644,Gabbie Hanna,Adultolescence,Salani,2018,8893673916,"Poesia, Teatro",FALSE
A1274,Chris Colfer,La terra delle storie - L'avvertimento dei Grimm,Rizzoli,2014,9788858680544,"Ragazzi, Fantasy, Fiabe",FALSE
A1638,Concita De Gregorio,Chi sono io?,Contrasto,2011,9788869653131,"Saggistica, Biografia, Testimonianze",FALSE
A1275,John Flanagan,La terra dei ghiacci - L'apprendista del ranger,Mondadori,2005,8804580410,"Romanzo Storico, Ragazzi, Narrativa",FALSE
A1276,Enti Autori,Funzioni e obiettivi,Banca d'Italia,2019,-,"Saggistica, Scienze",FALSE
A1643,Roald Dahl,Il grande ascensore di cristallo,Salani,1989,9788877820791,"Ragazzi, Fantasy",FALSE
A1645,Filelfo,L'assemblea degli animali,Einaudi,2020,9788806245948,"Narrativa, Fiabe",FALSE
A1277,Cornelia Funke,Cuore d'inchiostro,Mondadori,2003,9788852054983,"Ragazzi, Fantasy",FALSE
A1278,Barbara Biscotti,Giulio Cesare un tirannicidio imperfetto,Corriere della Sera,2020,8840470344,"Saggistica, Storia",FALSE
A1651,Michael Morpurgo,Il ragazzo che non uccise Hitler,Piemme,2015,9788858515945,"Romanzo Storico, Ragazzi, Guerra",FALSE
A1558,Stefania Podda,Marie Curie,Corriere della Sera,2020,9791256050581,"Biografia, Testimonianze",FALSE
A1279,Geronimo Stilton,Cronache del Regno della fantasia - La porta incantata,Piemme,2015,9788856649719,"Ragazzi, Fantasy",FALSE
A1637,Jules Verne,Viaggio al centro della terra,Einaudi,2014,9788883376337,"Narrativa, Ragazzi, Classici",FALSE
A128,Rita Franchini Ponti,La luna nel pozzo,Grafiche Ortolan,2009,9791220397766,"Narrativa, Locale",FALSE
A1634,Lello Gurrado,Fulmine,Marcos y Marcos,2014,0019719310,"Ragazzi, Formazione",FALSE
A1280,Estelle Laure,La notte che ho dipinto il cielo,De Agostini,2015,9788851141386,"Narrativa, Ragazzi, Adolescenza",FALSE
A1281,Emiliano Gucci,Con tutto il bene che posso,Giunti,2020,9788809885424,"Romanzo, Famiglia, Adolescenza",FALSE
A1670,Carrie Firestone,Prima che te ne vai,Il Castoro,2017,9788832961102,"Narrativa, Ragazzi, Adolescenza",FALSE
A1282,D. Di Pietrantonio,L'Arminuta,Einaudi,2017,9788806232108,"Romanzo, Formazione, Famiglia",FALSE
A1663,Jérome Colin,Campo di battaglia,Einaudi,2018,9788834607848,"Narrativa, Ragazzi, Adolescenza",FALSE
A1688,Katie Khan,Regalami una stella,Newton Compton,2017,8822707702,"Fantascienza, Sentimentale, Distopico",FALSE
A1682,"Barbato, Bussola, Pilliu",Bacteria,Star Comics,2021,0801488540,"Fumetti, Graphic Novel, Fantasy, Distopico",FALSE
A1284,Tommaso Fusari,Quello che non siamo diventati,Mondadori,2019,9788804707998,"Narrativa, Ragazzi, Formazione",FALSE
A1648,"Vernay, Alibert, Lapière",Rose,Tunué,2020,9788858635049,"Fumetti, Graphic Novel",FALSE
A1285,Carol Swain,Quello che voleva essere,Tunué,2019,8867903101,"Fumetti, Graphic Novel",FALSE
A1285-1,Albert Camus,La peste,Salone del Libro,-,-,"Narrativa, Classici",FALSE
A1285-2,Albert Camus,La peste,Salone del Libro,-,9788858775882,"Narrativa, Classici",FALSE
A1285-3,Albert Camus,La peste,Salone del Libro,-,9788858775882,"Narrativa, Classici",FALSE
A1286,Philippe Nessmann,Missione Marte,Electa,2017,9788851053680,"Saggistica, Scienze, Ragazzi",FALSE
