n_inventario,autore,titolo,casa_editrice,anno,isbn,generi,ripetuti
A1569,Stephen Badsey / David G. Chandler,Normandia 1944,Edizioni del Prado,1998,8478389776,"Saggistica, Storia, Militaria",FALSE
A210,Carlo Cassola,L’antagonista,Rizzoli,1976,9788817110037,"Narrativa, Romanzo",FALSE
A211,Giacobbe Fragomeni,All’ultimo round. La mia storia,Limina,2013,8860411637,"Biografia, Sport",FALSE
A1568,Elizabeth Bowen,The House in Paris,Penguin Books,1976,9781984899972,"Narrativa, Romanzo (Inglese)",FALSE
A1567,Stefano Zecchi,Amata per caso,Mondadori,2004,9771123835008,"Narrativa, Romanzo",FALSE
A212,Albert Einstein,Come io vedo il mondo,Newton Compton,1993,9788879833073,"Saggistica, Fisica, Filosofia",FALSE
A1565,Mika Waltari,Turms l’Etrusco,Mondadori,1985,8876159541,Romanzo Storico,FALSE
A213,Paolo D’Agostini,Dizionari del cinema: Commedia,Electa,2009,8855706241,"Saggistica, Cinema",FALSE
A214,Giuseppe De Grassi,Occhi di ragazzo,Rai Eri,2002,9788839712065,"Biografia, Musica",FALSE
A1566,Margaret Mazzantini,Mare al mattino,Einaudi,2011,9788845119323,"Narrativa, Attualità",FALSE
A215,Frances Hardinge,Volo nella notte,Fabbri Editori,2006,9788845119026,"Ragazzi, Fantasy",FALSE
A216,B. Taylor Bradford,L’amore non può attendere,Sperling & Kupfer,2009,9788820047719,"Narrativa, Rosa",FALSE
A287,Giovanni Boccaccio,Decameron,Mondadori,2015,9786558947103,"Classico, Racconti",FALSE
A217,John Grisham,L’uomo della pioggia,Mondadori,1997,9788804423010,"Giallo, Thriller",FALSE
A218,William Shakespeare,La tempesta,Mondadori,2017,9788897313656,"Teatro, Classico",FALSE
A219,Luis Sepúlveda,Il vecchio che leggeva romanzi d’amore,Guanda,2001,888246752X,"Narrativa, Romanzo",FALSE
A220,Javier Ruescas,Tutti i colori di te,Feltrinelli,2016,8807910233,"Young Adult, Rosa",FALSE
A221,Jenny Lawson,Follemente felice,Sperling & Kupfer,2015,9788820094034,"Saggistica, Umorismo, Memorie",FALSE
A222,Gavriel Savit,Anna e l’Uomo delle rondini,Sperling & Kupfer,2016,9788820059889,"Romanzo Storico, Ragazzi",FALSE
A223,Shakespeare,Sogno di una notte di mezz’estate,Mondadori,2017,9788804677750,"Teatro, Classico",FALSE
A224,Alex Soojung/Kim Pang,Dipendenza digitale,LSWR,2013,9788868951443,"Saggistica, Tecnologia, Psicologia",FALSE
A244,Charles Baudelaire,I fiori del male,Mondadori,2014,9788804627838,"Poesia, Classico",FALSE
A225,Nadia Tempest,10 cose che non avresti mai pensato...,Sperling & Kupfer,2016,8820060892,"Saggistica, Curiosità, Young Adult",FALSE
A226,Nicholas Sparks,La risposta è nelle stelle,Frassinelli,2013,9788873398721,"Narrativa, Rosa",FALSE
A227,Marco Braico,Metà di tutto,Effatà,2013,9788874028467,"Narrativa, Romanzo",FALSE
A228,Nicola Gardini,Viva il latino,Garzanti,2016,9788811676235,"Saggistica, Linguistica",FALSE
A229,Chris Weitz,The new order,Sperling & Kupfer,2016,9788820060069,"Young Adult, Distopico",FALSE
A230,Charlotte Roth,Quando eravamo immortali,Sperling & Kupfer,2014,9788820095208,Romanzo Storico,FALSE
A231,Stephen King,On writing,Frassinelli,2015,9788892740907,"Saggistica, Scrittura, Autobiografia",FALSE
A232,Luca Reteuna,E dopo? Energie rinnovabili per tutti,Effatà,2009,9788874024940,"Saggistica, Ecologia, Tecnologia",FALSE
A233,Luca Reteuna,Cure dolci cure,Effatà,2010,9788874026363,"Saggistica, Salute",FALSE
A234,Fëdor Dostoevskij,Memorie dal sottosuolo,Mondadori,2017,9788817865593,"Narrativa, Classico, Filosofia",FALSE
A235,Nathaniel Hawthorne,La lettera scarlatta,Mondadori,2015,8811364833,"Narrativa, Classico, Romanzo Storico",FALSE
A236,Kiera Cass,The Selection,Sperling & Kupfer,2015,9788820053703,"Young Adult, Distopico, Rosa",FALSE
A237,S. Calvani M. Albertazzi,Saccheggio mondiale,Effatà,2011,9788874027209,"Saggistica, Attualità, Economia",FALSE
A238,Arwen Elys Dayton,Seeker,Sperling & Kupfer,2016,2753301379,"Ragazzi, Fantasy",FALSE
A239,Edmondo De Amicis,Cuore,Mondadori,2016,9788831813808,"Ragazzi, Classico",FALSE
A240,Paul Dowswell,L’ultima alba di guerra,Feltrinelli,2016,9788807921852,"Ragazzi, Romanzo Storico",FALSE
A241,Alessia Gazzola,L’allieva,Longanesi,2016,9788830429948,"Giallo, Romanzo",FALSE
A242,Andrew Fukuda,The Hunt,Il Castoro,2013,8845410455,"Young Adult, Horror",FALSE
A243,Seneca,Apokolokyntosis,Mondadori,2017,9788804674339,"Classico, Satira",FALSE
A245,Luca Reteuna,Speriamo nel mare!,Effatà,2013,9788874028429,"Saggistica, Ecologia",FALSE
A246,Jonathan Coe,Lo specchio dei desideri,Feltrinelli,2012,9788807018996,"Narrativa, Romanzo",FALSE
A247,Patrick Süskind,Il profumo,TEA,1985,8879726072,"Thriller, Romanzo Storico",FALSE
A248,Nicolas Vanier,Belle & Sebastien,Sperling & Kupfer,2014,4064066071455,"Ragazzi, Avventura",FALSE
A249,Robin Hobb,L’assassino,Sperling & Kupfer,2015,9788834728697,"Fantasy, Formazione",FALSE
A250,Alessandro Gisotti,Dio e Obama,Effatà,2010,9788874025657,"Saggistica, Politica, Religione",FALSE
A251,Fëdor Dostoevskij,Il sosia,Mondadori,2016,9788817028844,"Narrativa, Classico",FALSE
A252,Erasmo da Rotterdam,Elogio della follia,Mondadori,2017,9788818034738,"Filosofia, Classico",FALSE
A253,Plauto,Poenulus - Truculentus,Mondadori,2015,9788804653608,"Teatro, Classico",FALSE
A254,Giovanni Verga,Mastro-don Gesualdo,Mondadori,2017,9791041965632,"Narrativa, Classico",FALSE
A255,Stephen Chbosky,Noi siamo infinito,Sperling & Kupfer,2015,9788868360153,"Young Adult, Narrativa",FALSE
A256,Luigi Pirandello,"Uno, nessuno e centomila",Feltrinelli,2016,9788807900419,"Narrativa, Classico",FALSE
A257,Giorgio Faletti,Niente di vero tranne gli occhi,Mondadori,2004,9788834606612,"Giallo, Thriller",FALSE
A258,Giuseppe Catozzella,Il grande futuro,Feltrinelli,2016,9788858827598,"Narrativa, Attualità",FALSE
A259,Anna Todd,Imagines,Sperling & Kupfer,2016,8897646077,"Young Adult, Rosa",FALSE
A260,Tacito,Annali,Mondadori,2014,8817123099,"Saggistica, Storia, Classico",FALSE
A261,Franco Causio (I. Cucci),Vincere è l’unica cosa che conta,Sperling & Kupfer,2015,9788820094003,"Biografia, Sport, Calcio",FALSE
A262,Jason R. Briggs,Python per ragazzi,LSWR,2016,9788868953683,"Ragazzi, Informatica, Manualistica",FALSE
A263,Giuseppe Catozzella,Non dirmi che hai paura,Feltrinelli,2014,9788858840160,"Narrativa, Biografia, Attualità",FALSE
A264,D. Agasso Jr. A. Celeghini,Uno sarà preso,Effatà,2008,9788874024505,"Saggistica, Storia",FALSE
A265,John Grogan,Io & Marley,Sperling & Kupfer,2015,9788831815048,"Narrativa, Animali",FALSE
A266,AA. VV.,Fidati di me,Sperling & Kupfer,2015,1518733824,"Narrativa, Racconti",FALSE
A267,Stephen King,On writing,Frassinelli,2015,9788892740907,"Saggistica, Scrittura",FALSE
A270,"Del Toma, Macrì",L’alimentazione equilibrata,LSWR,2016,8868952637,"Saggistica, Salute",FALSE
A271,Douglas Adams,"La vita, l’Universo e tutto quanto",Mondadori,2009,9788852022586,"Fantascienza, Umorismo",FALSE
A272,Robert Silverberg,Pianeta senza scampo,Mondadori,2002,9788852077814,Fantascienza,FALSE
A273,Vernor Vinge,I naufraghi del tempo,Mondadori,1986,8869110664,Fantascienza,FALSE
A274,Dava Sobel,Longitude,Fourth Estate,1998,9781857025712,"Saggistica, Storia, Scienza (Inglese)",FALSE
A275,Arthur Conan Doyle,The Memoirs of Sherlock Holmes,Giunti,2001,9788809020788,"Giallo, Classico (Inglese)",FALSE
A276,Christophe Léon,Reato di fuga,Sinnos,2016,887609296X,"Ragazzi, Attualità",FALSE
A277,Arthur Conan Doyle,Sherlock Holmes La valle della paura,Fabbri Editori,2002,9788854138377,"Giallo, Classico",FALSE
A278,Christopher Paolini,Eragon,Rizzoli,2003,9788858615119,"Ragazzi, Fantasy",FALSE
A279,Beppe Severgnini,L’italiano. Lezioni semiserie,Rizzoli,2007,9788817027441,"Saggistica, Linguistica",FALSE
A280,Nicholas Evans,L’uomo che sussurrava ai cavalli,Rizzoli,1995,9788817202268,"Narrativa, Romanzo",FALSE
A281,Alessio Grosso,Apocalisse bianca,Mursia,2004,9788842531678,"Thriller, Fantascienza",FALSE
A282,AA. VV.,Racconti di montagna,Einaudi,2008,8864903526,"Narrativa, Racconti, Montagna",FALSE
A283,Tom Clancy,La grande fuga dell’Ottobre Rosso,Corriere della Sera,1997,8817672750,"Thriller, Spionaggio",FALSE
A284,"Popper, Condry",Cattiva maestra televisione,Donzelli,1994,9788879890670,"Saggistica, Sociologia",FALSE
A285,Peter Atkins,Le regole del gioco,Zanichelli,2014,9788808255938,"Saggistica, Fisica",FALSE
A286,Silvia Vaccari,Days in space,Vaccari,2009,9789355626332,"Saggistica, Astronomia",FALSE
A290,Emanuela Nava,Sulle orme di Gandhi,Editoriale Scienza,2007,9788873075578,"Ragazzi, Biografia, Storia",FALSE
A291,Andrew Matthews,"L’amore, la vendetta, la magia",Einaudi,2006,8847710464,"Ragazzi, Mitologia",FALSE
A292,Beatrice Masini,Signore e signorine,Einaudi,2004,8846733592,"Ragazzi, Narrativa",FALSE
A293,Erminia Dell’Oro,Un treno per la vita,Mondadori,2003,8842402001,"Ragazzi, Storia, Shoah",FALSE
A294,Luigi Fleischmann,Un ragazzo ebreo nelle retrovie,Ghisetti e Corvi,2004,8880139088,"Narrativa, Memorie, Shoah",FALSE
A295,Graziella Favaro,La zuppiera di MarzuK,Carthusia,2002,888721252X,"Ragazzi, Intercultura",FALSE
A296,Carla Bisi Castellani,La casa di via Colombo,Ibis,2005,9788871641880,"Saggistica, Memorie, Guerra",FALSE
A297,Annamaria Gangai,Emozioni,Albatros,2011,9788878857124,"Narrativa, Romanzo",FALSE
A298,Stefano Mencherini,Il pane loro,Manni,2001,9788881762148,"Teatro, Impegno Civile",FALSE
A299,-,III concorso lett. codex purpureus,Sistema Bibliotecario Tortonese,2004,1508196605,"Antologia, Locale",FALSE
A300,"R. Gavoni, G. Ranzini",Il teatro dei ragazzi,Cedam,1997,8836650546,"Saggistica, Teatro, Pedagogia",FALSE
A301,Serena Zoli,Il lavoro smobilita l’uomo,Longanesi,2008,8830424455,"Narrativa, Satira, Società",FALSE
A302,Riccardo E. Grassi,Il fruscio lieve della gioia,Infinito,2015,9788868610660,"Narrativa, Romanzo",FALSE
A303,Cinzia Montagna,Chi ha paura di Caterina?,Primula,2016,8898583745,Romanzo Storico,FALSE
A304,Igiaba Scego,La mia casa è dove sono,Loescher,2012,9788820136030,"Saggistica, Autobiografia, Intercultura",FALSE
A305,Ann Brashares,Quattro amiche e un paio di Jeans,Fabbri Editori,2005,9788858602010,"Ragazzi, Young Adult",FALSE
A306,Gordon Korman,Le 39 chiavi - La falsa nota,Piemme,2008,9788856613765,"Ragazzi, Avventura",FALSE
A307,-,Il Quotidiano in classe,La Nuova Italia,2012,-,"Scolastico, Attualità",FALSE
A308,-,Il Quotidiano in classe,La Nuova Italia,2016,-,"Scolastico, Attualità",FALSE
A309,-,Indovinelli di nonna e giochi di una volta,-,-,8867215299,"Saggistica, Tradizioni, Giochi",FALSE
A310,-,Modi di dire Pronti all'uso...,-,-,8867217704,"Saggistica, Linguistica",FALSE
A311,Rudyard Kipling,The Jungle books,Penguin Books,1994,9780140624373,"Ragazzi, Classico (Inglese)",FALSE
A312,Uhlman - Malle,L'amico ritrovato - Arrivederci ragazzi,Mondadori,2006,9788842417247,"Narrativa, Classico, Formazione",FALSE
A313,Daniel Defoe,Robinson Crusoe,Oxford University Press,1990,9788865260487,"Avventura, Classico (Inglese)",FALSE
A314,Lewis Carroll,Alice's adventures in Wonderland...,Oxford University Press,1982,9780192816207,"Ragazzi, Classico (Inglese)",FALSE
A315,Michael Ende,La storia infinita,Einaudi,1981,9788830400305,"Ragazzi, Fantasy, Classico",FALSE
A316,Virginia Woolf,Mrs Dalloway,CIDEB,1992,9788854126183,"Narrativa, Classico (Inglese)",FALSE
A317,Henry Fielding,The History of Tom Jones a foundling,Penguin Books,1999,0742650987,"Narrativa, Classico (Inglese)",FALSE
A318,Alain De Botton,The consolations of Philosophy,Penguin Books,2000,9780141930312,"Saggistica, Filosofia (Inglese)",FALSE
A319,Mark Twain,Le avventure di Huckleberry Finn,Lattes,2012,9788868651640,"Ragazzi, Avventura, Classico",FALSE
A320,Sir Steve Stevenson,Agatha Mistery L'enigma del faraone,Corriere della Sera,-,-,"Ragazzi, Giallo",FALSE
A321,"D. Bartolini, R. Pontegobbi",Leggere l'olocausto,Idest,1998,8887078114,"Saggistica, Didattica, Shoah",FALSE
A322,Gruppo Integrazione PV,F.O.T.O.S Formazione teatro...,Ufficio Scolastico Pavia,-,-,"Saggistica, Teatro, Locale",FALSE
A323,Ignazio Silone,L'avventura d'un povero cristiano,Mondadori,1968,-,"Romanzo Storico, Classico",FALSE
A324,Jean-Paul Sartre,Morti senza tomba - Le mani sporche,Mondadori,1949,-,"Teatro, Classico",FALSE
A325,Alfredo Panzini,Il padrone sono me,Mondadori,1922,9788828103929,"Narrativa, Classico, Umorismo",FALSE
